task_id,device_id,decision,arrival_time_s,queue_enter_time_s,start_time_s,end_time_s,queue_delay_ms,proc_delay_ms,tx_delay_ms,total_latency_ms,energy_j,deadline_ms,status,drop_reason,sla_violation
task_150_1,dev_150,offload,21.8486,21.8486,,,8.29999999999842,0.0,8.319989524089493,,0.0,1.8000000000000003,drop,deadline_miss,
task_143_0,dev_143,offload,21.8729,21.8729,,,3.3999999999991815,0.0,3.3850278239287266,,0.0,1.5,drop,deadline_miss,
task_185_1,dev_185,offload,21.965500000000002,21.965500000000002,,,3.899999999998016,0.0,3.8786278508598833,,0.0,1.1,drop,deadline_miss,
task_94_1,dev_94,offload,22.0529,22.0529,,,6.699999999998596,0.0,6.731517571024477,,0.0,1.7000000000000002,drop,deadline_miss,
task_152_1,dev_152,offload,22.056800000000003,22.056800000000003,,,7.699999999999818,0.0,7.651771101769338,,0.0,1.7000000000000002,drop,deadline_miss,
task_97_0,dev_97,offload,22.177300000000002,22.177300000000002,,,8.59999999999772,0.0,8.607768729577707,,0.0,1.3000000000000003,drop,deadline_miss,
task_155_2,dev_155,offload,22.4682,22.4682,,,10.500000000000398,0.0,10.465179106377992,,0.0,2.5,drop,deadline_miss,
task_97_1,dev_97,offload,22.4939,22.4939,,,7.200000000000983,0.0,7.203345813466212,,0.0,1.9,drop,deadline_miss,
task_15_1,dev_15,offload,22.561300000000003,22.561300000000003,,,8.699999999997488,0.0,8.702595301968326,,0.0,1.7000000000000002,drop,deadline_miss,
task_191_3,dev_191,offload,22.7756,22.7756,,,7.30000000000075,0.0,7.3341340877046,,0.0,1.2000000000000002,drop,deadline_miss,
task_173_1,dev_173,offload,23.1703,23.1703,,,7.699999999999818,0.0,7.657107360911505,,0.0,1.0,drop,deadline_miss,
